Name,Description,Website,Business Unit,Focus Area,Draft Opportunity Space,Original Taxonomy,Business Model Option,Friction Point,Business Models,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Inc. Compass,Hero,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result,Source
Homestead Smart Health Plans,Online health insurance platform for individuals and cloud-based software for insurance brokers. It offers stop-loss insurance protection against catastrophic claims. It also offers TPA platform-agnostic auditing and re-pricing solution.,https://homesteadplans.com,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Policy Software,,,Insurance IT > Insurance Policy Solutions > Insurance Software Suite > Life & Health > Health,,2015,,United States of America,North America,No,Acquired,,,Mature,,TRUE,FALSE,1,0.3,,0,1,0.7,,0,1,Mature,TRACXN
HomeStory,"Software for customer relationship management. It provides communication between consumers and financial institutions by offering digital reward programs; connection with the customer in the earlier home purchase or sell cycle by offering values before pre-qualifications; a connection between loan officer and real estate broker; MLS search on a bank branded site for marketing, and more.",https://homestoryrewards.com,4. Cross-BU,4.1. Customer Intelligence,4.1. Leverage Customer Data for Cross-selling,CRM Solution for Banks,,,"Sales Force Automation > CRM > Enterprise Suite > BFSI,
Banking Tech > CRM,
Insurance IT > Corporate Functions > CRM",,2017,,United States of America,North America,Yes,Funding Raised,,,Emerging,,FALSE,FALSE,0.7,0.3,,0,0.7,0.7,,0,0.7,Emerging,TRACXN
Homeville Consulting,"HomeNxt provides a co-lending platform for financial institutions. Features include digitized consumer data, Video-based KYC, security management, compliance management, customized workflows, portfolio analysis & monitoring. It can be integrated with loan origination, management and CRM systems through APIs.",http://homenxt.in,2. CC&C,2.1. Customer-first Credit,,Consumer Loans,,,Banking Tech > Loan Life Cycle Management > Suite > Consumer Loans,,2019,9,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent,TRACXN
Honcho,"Honcho is an online reverse auction marketplace for buying auto insurance It offers insurers to bid & re-bid to win the consumer's business like an auction, providing cheaper insurance for the drivers. It offers individuals to purchase insurance directly through the platform with the insurer.",http://gethoncho.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > Distribution Platform > Reverse Auction Marketplace,
Internet First Insurance Platforms > Insurance Comparison Platforms > P&C > Auto,
Tech Nation Batches > Tech Nation Fintech > Cohort 2.0",,2016,10,United Kingdom,Europe,Yes,Seed,"$7,937,146",,Emerging,,TRUE,FALSE,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging,TRACXN
HoneyBee,"Online platform for earned wages. The platform allows employees to handle employee expenses, add credit balance, requesting employee loans, and apply for short-term loans. Offers a fixed-fee, zero-interest loan to employees of companies that provide vacation or paid time off to their employees.",http://goodshepherdmicrofinance.org.au,,,,(7) Joining the growth journey of the many,,,,,2015,0,United States of America,North America,Yes,Series A,"$5,700,000",,Emerging,,FALSE,FALSE,1,0.3,1,0,0.4,0.7,,0,0.58,Emerging,OLD PROJECT – IKEA
HoneyBee,"Online platform for earned wages. The platform allows employees to handle employee expenses, add credit balance, requesting employee loans, and apply for short-term loans. Offers a fixed-fee, zero-interest loan to employees of companies that provide vacation or paid time off to their employees.",https://meethoneybee.com,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,"HRTech > Employee Benefits > Financial Benefits > Salary Linked Loans,
Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Through Employer > On Demand Pay",,2015,,United States of America,North America,Yes,Series A,"$5,700,000",,Emerging,,FALSE,FALSE,1,0.3,,0,0.4,0.7,,0,0.58,Emerging,TRACXN
HoneyCoin,"App-based borderless payments app for creators and artists. The app lets users sell and earn money through their artwork. Users can sell their digital art, build a membership around written work, create a stream overlay to monetize live streams, sell tickets to events, and do a lot more using the app. The app is currently available on Android and iOS platforms.",https://honeycoin.app,1. Payments,1.2. Easing of Remittances,1.2. Low-Cost Remittances Services,,,,Digital Remittance > Internet First Platforms > Diversified,,2021,,United States of America,North America,Yes,Funding Raised,,,Emerging,,FALSE,FALSE,0.2,0.3,,0,0.7,0.7,,0,0.55,Emerging,TRACXN
Honeycomb,"Honeycomb is a P2P platform for business loans, funded by their own customers. Small business owners can post the company and project details on the platform, to be viewed and subsequently funded by their own customers. It links borrowers with the funders on the basis of credit assessments.",http://miglocredit.online,,,,(7) Joining the growth journey of the many,,,,,2016,0,United States of America,North America,Yes,Seed,"$2,230,000",,Emerging,,FALSE,FALSE,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging,OLD PROJECT – IKEA
Hooha,"App-based platform for marketplace payments to consumers. It allows users to buy or sell the products by listing on the application and enables them to make payment via QR-code scanning. Users can list the products on Facebook, eBay, Instagram, and other marketplaces. Its app is available for both Android and IOS devices.",https://hooha.io,1. Payments,1.1. Contactless Payments,1.1. QR code Payments to reach the unbanked,,,,Payments > Business Payments > QR Code Payments,,2017,,United Kingdom,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
hoolah,Online purchase finance platform. Offers users to make purchases online on e-commerce websites and pay in monthly EMIs. Users can select their purchase items online. Users need to provide their basic details to apply for a loan. Once approved users need to pay the first installment for shipment of the purchases.,https://hoolah.co,2. CC&C,2.3. Embedded Lending,2.3. Buy Now Pay Later (BNPL),Point of Sale Financing,,,Alternative Lending > Online Lenders > Consumer Loans > Point of Sale Financing > Direct Lender,,2017,,Singapore,Asia,Yes,Acquired,,,Mature,,TRUE,FALSE,0.7,0.3,,0,1,0.7,,0,0.91,Mature,TRACXN
HoraCredit,"Hora Credit offers a platform for accessing payday loans. Offers loans ranging from 100- 3000 RON for time periods from 1 to 30 days. Users can apply for the loan online by uploading the relevant documents and will be informed of the approval through SMS or email. Claims to offer loans at 0.0001% for new customers. For a loan amounting to RON 1,000, the interest amount is RON 20 per day.",https://horacredit.ro,2. CC&C,2.3. Embedded Lending,2.3. Payday Loans,Internet First Payday Loans,,,Alternative Lending > Online Lenders > Consumer Loans > Payday Loans > Marketplace,,2016,,Romania,Europe,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Horde,"Horde is a personal finance management solution provider. The company offers services through   an app called Horde. It is a free app for consumers with features like information about credit cards and consumer loans with a simple login, to check balance, credit limit, compare interest rates and easy credit card cancellation.",http://horde.no,,,,Personal Finance Management Solutions,,,Banking Tech > Personal Finance Management,,2018,4,Norway,Europe,Yes,Funding Raised,,,Emerging,,FALSE,FALSE,0.7,0.3,1,0,0.7,0.7,,0,0.7,Emerging,TRACXN
HotFoot,"Hot Foot provides tools for tracking loan application status. It enables lenders to close the loans by capitalizing on processes and technology. It uses AI for tracking the faulty loans and notifying the lenders. Its features include a loan tracking system, mortgage tracker, mortgage tracker, and more.",https://hotfoot.biz,2. CC&C,2.2. Digital Loan Servicing,2.2. Automating Credit Review & Issuance,Loan Document Processing Software,,,Banking Tech > Loan Life Cycle Management > Document Processing > Document Collection,,2018,,Singapore,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,0.7,0.3,,0,0,0.7,,0,0.21,Nascent,TRACXN
House of Insurtech,"Software suite for the insurance industry. It offers solutions for digital policy administration, digital distribution, underwriting engine, insurance quoting & buying, and more. It also offers a white-label web app to capture the applicant and risk information. It also allows exporting data for campaigns, connect to CRM, real-time reporting, and more.",https://houseofinsurtech.com,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Policy Software,,,Insurance IT > Insurance Policy Solutions > Insurance Software Suite > Diversified,,2018,2,United Kingdom,Europe,Yes,Seed,"$558,359",,Nascent,,TRUE,FALSE,0.7,0.3,1,0,0.2,0.7,,0,0.35,Nascent,TRACXN
HQLAᵡ,"Collateral management solutions for financial institutions. It features distributed ledger technology-based tools for collateral mobility, intraday credit & liquidity, risk compression, and more. It uses the Delivery versus Delivery (DvD) method for securities custodian solutions.",https://www.hqla-x.com/,2. CC&C,2.2. Digital Loan Servicing,2.2. Customer Risk Profiling,Credit Risk,,,"Investment Tech > Capital Market IT > Trade Management > Risk and Compliance Management > Collateral Management > Diversified,
Banking Tech > RegTech > Risk Management > Credit Risk,
RegTech > Risk Management > Risk Type > Banking Industry Risks > Collateral Risk",,2017,,United Kingdom,Europe,Yes,Series B,"$17,589,800",,Emerging,,TRUE,FALSE,0.7,0.3,,0,0.4,0.7,,0,0.49,Emerging,TRACXN
Hubio,"Provider of usage-based insurance for the automotive sector. It increases efficiency, reduces claims, and enables usage-based insurance. It provides data-driven insights to the insurance and automotive industries through the use of telematics and insurance analytics.",https://hubio.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based > On Demand,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2016,,United Kingdom,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Hubio,"Provider of usage-based insurance for the automotive sector. It increases efficiency, reduces claims, and enables usage-based insurance. It provides data-driven insights to the insurance and automotive industries through the use of telematics and insurance analytics.",https://hubio.com,3. Insurance,3.3. Affordable Insurance,3.3. Usage-Based Insurance,Usage-based Insurance (Telematics Data Monitoring Software),,,"Connected Vehicles > Vehicle Telematics > Usage Based Insurance,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto > Usage-based > On Demand,
Insurance IT > Data and Monitoring Solutions > Usage-based > Property & Casualty > Auto",,2016,,United Kingdom,Europe,No,Unfunded,,,Nascent,,FALSE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
Hubler,"Platform offering low code application development software. It enables users to develop native web and mobile applications without coding. It allows users to modify and configure the application without changing the process. The platform integrates with applications, and ERPs to capture data.",https://www.hubler.app/,1. Payments,1.4. Embedded Payments,1.4. No-code & Low-code solutions,,,,Application Development Tools > Code Development > Low Code Development Platforms,,2016,,India,Asia,Yes,Seed,"$1,500,000",,Emerging,,TRUE,FALSE,1,0.3,,0,0.2,0.7,,0,0.44,Emerging,TRACXN
Hubpay,"International money transfer for consumers and businesses. Enables sending international money transfers to loved ones, making cashless payments, or managing business transactions through secure digital remittance. Application is made available on Android and iOS platforms.",https://hubpayapp.com,1. Payments,1.2. Easing of Remittances,1.2. Low-Cost Remittances Services,,,,"Payments > Business Payments > Online Payments > International,
 Digital Remittance > Internet First Platforms > Diversified",,2020,,United Arab Emirates,Asia,Yes,Series A,"$20,000,000",,Emerging,,TRUE,FALSE,0.5,0.3,,0,0.4,0.7,,0,0.43,Emerging,TRACXN
HUBUC,"Banking software suite for banks & financial institutions. It offers solutions such as open banking APIs for creating virtual & physical payment cards, IBAN accounts, white-label tools for KYC & AML, and more. It also provides solutions for compliance, QR-based payments, and more.",https://www.hubuc.com/,1. Payments,1.4. Embedded Payments,1.4. Open Banking & API Integration,,,,"Banking Tech > Open Banking > Aggregation APIs,
 Y Combinator Batches > 2021 > Winter",,2020,,Spain,Europe,Yes,Seed,"$10,395,570",,Nascent,,TRUE,FALSE,0.5,0.3,,0,0.2,0.7,,0,0.29,Nascent,TRACXN
Huepay,"Huepay provides a digital banking solution for micro-finance institutions. Provide an end-to-end lifecycle management solution that allows cooperative credit societies and financial services companies to integrate compliance, policies, and processes for the customer's account.",https://huepay.com,4. Cross-BU,4.2. Unifying the Customer Front,,Banking Channel Solutions,,,Banking Tech > Banking Channels > Omnichannel,,2016,,India,Asia,No,Unfunded,,,Nascent,,TRUE,FALSE,1,0.3,,0,0,0.7,,0,0.3,Nascent,TRACXN
HUGHUB,"Cloud-based insurance product development solutions for insurance agents, insurers, and insurance retailers. It offers solutions for customer relationship management, policy management, insurance product management, and more. It also offers business transformation solutions.",https://hughub.co.uk,3. Insurance,3.1. Digital Insurance Platforms,3.1. Streamlining Purchase & Claims (Insurtech),Insurance Policy Software,,,Insurance IT > Insurance Policy Solutions > Insurance Software Suite > Diversified,,2016,25,United Kingdom,Europe,Yes,Seed,,,Emerging,,TRUE,FALSE,1,0.3,1,0,0.2,0.7,,0,0.44,Emerging,TRACXN
Hugo Insurance,Online on-demand liability auto insurance platform for individuals. It offers a pay-as-you-go car insurance option with as little amount in the account. It claims that users can turn their insurance on and off from phones. It also allows users to refill anytime.,https://withhugo.com,3. Insurance,3.1. Digital Insurance Platforms,,Internet First Insurance Platforms,,,"Auto E-Commerce & Content > Insurance > Internet First Insurer,
Internet First Insurance Platforms > Internet First Insurers > P&C > Auto,
Insurance IT > Insurance Policy Solutions > Investigation Solutions > Property & Casualty > Auto",,2017,,United States of America,North America,Yes,Seed,,,Nascent,,FALSE,FALSE,0.7,0.3,,0,0.2,0.7,,0,0.35,Nascent,TRACXN
